sample	chrom	co_pos_mid	co_pos_min	co_pos_max	co_pos_range	cross	co_from_parent	co_to_parent
1BB5/PG0023-C/ERR015449	b'Pf3D7_13_v3'	897150	896273	898028	1755	hb3_dd2	dd2	hb3
WC4/PG0082-C/ERR029093	b'Pf3D7_13_v3'	917011	915954	918068	2114	7g8_gb4	7g8	gb4
C13/PG0054-C/ERR019062	b'Pf3D7_13_v3'	925151	924663	925639	976	3d7_hb3	3d7	hb3
AUD/PG0112-C/ERR029406	b'Pf3D7_13_v3'	933722	932794	934650	1856	7g8_gb4	gb4	7g8
XB3/PG0093-C/ERR029105	b'Pf3D7_13_v3'	935382	935043	935721	678	7g8_gb4	gb4	7g8
CH3_61/PG0033-Cx/ERR175544	b'Pf3D7_13_v3'	949071	948768	949375	607	hb3_dd2	dd2	hb3
NF10/PG0096-C/ERR027108	b'Pf3D7_13_v3'	967645	967533	967757	224	7g8_gb4	gb4	7g8
C05/PG0068-C/ERR019065	b'Pf3D7_13_v3'	998538	997643	999433	1790	3d7_hb3	3d7	hb3
CH3_61/PG0033-Cx/ERR175544	b'Pf3D7_13_v3'	1005375	1004588	1006162	1574	hb3_dd2	hb3	dd2
JF6/PG0079-C/ERR027102	b'Pf3D7_13_v3'	1029114	1028666	1029563	897	7g8_gb4	gb4	7g8
7C421/PG0043-C/ERR015459	b'Pf3D7_13_v3'	1032523	1030496	1034550	4054	hb3_dd2	hb3	dd2
C11/PG0064-C/ERR019071	b'Pf3D7_13_v3'	1032623	1031550	1033696	2146	3d7_hb3	3d7	hb3
C09/PG0072-C/ERR019057	b'Pf3D7_13_v3'	1038457	1034783	1042132	7349	3d7_hb3	3d7	hb3
GC03/PG0021-C/ERR015447	b'Pf3D7_13_v3'	1060091	1057893	1062290	4397	hb3_dd2	dd2	hb3
C15/PG0057-C/ERR019069	b'Pf3D7_13_v3'	1068338	1066804	1069873	3069	3d7_hb3	3d7	hb3
C11/PG0064-C/ERR019071	b'Pf3D7_13_v3'	1073652	1072900	1074404	1504	3d7_hb3	hb3	3d7
QC34/PG0026-C/ERR015453	b'Pf3D7_13_v3'	1075201	1074575	1075827	1252	hb3_dd2	hb3	dd2
KA6/PG0091-C/ERR027117	b'Pf3D7_13_v3'	1084486	1083534	1085439	1905	7g8_gb4	gb4	7g8
7C111/PG0038-C/ERR015457	b'Pf3D7_13_v3'	1089971	1089785	1090157	372	hb3_dd2	dd2	hb3
B1SD/PG0015-C/ERR019044	b'Pf3D7_13_v3'	1099828	1098493	1101163	2670	hb3_dd2	dd2	hb3
GC06/PG0028-C/ERR015456	b'Pf3D7_13_v3'	1114929	1114164	1115695	1531	hb3_dd2	hb3	dd2
7C46/PG0046-Cx/ERR107476	b'Pf3D7_13_v3'	1139694	1139551	1139837	286	hb3_dd2	hb3	dd2
DEV/PG0081-CW/ERR045633	b'Pf3D7_13_v3'	1201662	1200775	1202550	1775	7g8_gb4	7g8	gb4
WC4/PG0082-C/ERR029093	b'Pf3D7_13_v3'	1222745	1221886	1223604	1718	7g8_gb4	gb4	7g8
C13/PG0054-C/ERR019062	b'Pf3D7_13_v3'	1223835	1222177	1225494	3317	3d7_hb3	hb3	3d7
C09/PG0072-C/ERR019057	b'Pf3D7_13_v3'	1232230	1230462	1233999	3537	3d7_hb3	hb3	3d7
7C46/PG0046-Cx/ERR107476	b'Pf3D7_13_v3'	1259938	1259337	1260539	1202	hb3_dd2	dd2	hb3
C08/PG0071-C/ERR019074	b'Pf3D7_13_v3'	1265291	1265011	1265571	560	3d7_hb3	3d7	hb3
7C170/PG0041-C/ERR015446	b'Pf3D7_13_v3'	1265295	1264702	1265888	1186	hb3_dd2	hb3	dd2
B1SD/PG0015-C/ERR019044	b'Pf3D7_13_v3'	1265295	1264702	1265888	1186	hb3_dd2	hb3	dd2
7C7/PG0048-C/ERR019049	b'Pf3D7_13_v3'	1300970	1300312	1301628	1316	hb3_dd2	hb3	dd2
JB8/PG0087-C/ERR029091	b'Pf3D7_13_v3'	1308560	1308141	1308979	838	7g8_gb4	7g8	gb4
C04/PG0061-C/ERR019059	b'Pf3D7_13_v3'	1328521	1328204	1328838	634	3d7_hb3	3d7	hb3
D43/PG0029-Cx/ERR107474	b'Pf3D7_13_v3'	1332746	1331614	1333878	2264	hb3_dd2	hb3	dd2
TC05/PG0027-C/ERR015450	b'Pf3D7_13_v3'	1338352	1336984	1339720	2736	hb3_dd2	hb3	dd2
7C421/PG0043-C/ERR015459	b'Pf3D7_13_v3'	1345378	1344458	1346298	1840	hb3_dd2	dd2	hb3
C13/PG0054-C/ERR019062	b'Pf3D7_13_v3'	1362547	1361465	1363629	2164	3d7_hb3	3d7	hb3
CH3_116/PG0032-Cx/ERR037703	b'Pf3D7_13_v3'	1364731	1363629	1365834	2205	hb3_dd2	hb3	dd2
JB8/PG0087-C/ERR029091	b'Pf3D7_13_v3'	1368091	1367278	1368905	1627	7g8_gb4	gb4	7g8
C01/PG0065-C/ERR019064	b'Pf3D7_13_v3'	1373960	1373307	1374614	1307	3d7_hb3	3d7	hb3
C11/PG0064-C/ERR019071	b'Pf3D7_13_v3'	1375413	1374614	1376212	1598	3d7_hb3	3d7	hb3
7C140/PG0039-C/ERR015454	b'Pf3D7_13_v3'	1378909	1378024	1379794	1770	hb3_dd2	hb3	dd2
QF5/PG0078-C/ERR029092	b'Pf3D7_13_v3'	1404410	1404127	1404693	566	7g8_gb4	7g8	gb4
C11/PG0064-C/ERR019071	b'Pf3D7_13_v3'	1418742	1418246	1419239	993	3d7_hb3	hb3	3d7
7C188/PG0030-C/ERR019046	b'Pf3D7_13_v3'	1455177	1453979	1456375	2396	hb3_dd2	hb3	dd2
7C183/PG0042-C/ERR015448	b'Pf3D7_13_v3'	1458398	1456992	1459805	2813	hb3_dd2	dd2	hb3
JE11/PG0100-C/ERR029404	b'Pf3D7_13_v3'	1471972	1471194	1472751	1557	7g8_gb4	7g8	gb4
TC08/PG0020-C/ERR019052	b'Pf3D7_13_v3'	1472829	1472362	1473296	934	hb3_dd2	dd2	hb3
C15/PG0057-C/ERR019069	b'Pf3D7_13_v3'	1541471	1541167	1541776	609	3d7_hb3	hb3	3d7
C13/PG0054-C/ERR019062	b'Pf3D7_13_v3'	1569590	1567980	1571200	3220	3d7_hb3	hb3	3d7
7C140/PG0039-C/ERR015454	b'Pf3D7_13_v3'	1589565	1587683	1591447	3764	hb3_dd2	dd2	hb3
SC05/PG0019-C/ERR019051	b'Pf3D7_13_v3'	1592541	1591447	1593635	2188	hb3_dd2	dd2	hb3
DEV/PG0081-CW/ERR045633	b'Pf3D7_13_v3'	1593690	1593505	1593876	371	7g8_gb4	gb4	7g8
NF10/PG0096-C/ERR027108	b'Pf3D7_13_v3'	1596350	1595988	1596712	724	7g8_gb4	7g8	gb4
7C183/PG0042-C/ERR015448	b'Pf3D7_13_v3'	1605134	1604068	1606201	2133	hb3_dd2	hb3	dd2
CH3_116/PG0032-Cx/ERR037703	b'Pf3D7_13_v3'	1675891	1674324	1677458	3134	hb3_dd2	dd2	hb3
QC13/PG0016-C/ERR012895	b'Pf3D7_13_v3'	1686972	1686247	1687697	1450	hb3_dd2	hb3	dd2
C08/PG0071-C/ERR019074	b'Pf3D7_13_v3'	1717879	1716321	1719438	3117	3d7_hb3	hb3	3d7
DAN/PG0098-C/ERR027110	b'Pf3D7_13_v3'	1767684	1766871	1768497	1626	7g8_gb4	7g8	gb4
KA6/PG0091-C/ERR027117	b'Pf3D7_13_v3'	1776025	1775170	1776880	1710	7g8_gb4	7g8	gb4
7C3/PG0034-C/ERR019047	b'Pf3D7_13_v3'	1862233	1861909	1862558	649	hb3_dd2	dd2	hb3
B4R3/PG0018-C/ERR019042	b'Pf3D7_13_v3'	1876155	1875859	1876452	593	hb3_dd2	hb3	dd2
WE2/PG0085-C/ERR027101	b'Pf3D7_13_v3'	1948787	1948393	1949181	788	7g8_gb4	7g8	gb4
3BD5/PG0024-C/ERR019053	b'Pf3D7_13_v3'	1979053	1977257	1980850	3593	hb3_dd2	hb3	dd2
7C140/PG0039-C/ERR015454	b'Pf3D7_13_v3'	1979053	1977257	1980850	3593	hb3_dd2	hb3	dd2
KH7/PG0088-C/ERR027111	b'Pf3D7_13_v3'	1993305	1992055	1994555	2500	7g8_gb4	7g8	gb4
QF5/PG0078-C/ERR029092	b'Pf3D7_13_v3'	2000820	1999423	2002218	2795	7g8_gb4	gb4	7g8
JB12/PG0099-C/ERR029146	b'Pf3D7_13_v3'	2013173	2012769	2013578	809	7g8_gb4	7g8	gb4
7C46/PG0046-Cx/ERR107476	b'Pf3D7_13_v3'	2024861	2023184	2026539	3355	hb3_dd2	hb3	dd2
C14/PG0060-C/ERR019058	b'Pf3D7_13_v3'	2024944	2023184	2026704	3520	3d7_hb3	hb3	3d7
XB3/PG0093-C/ERR029105	b'Pf3D7_13_v3'	2029160	2028840	2029481	641	7g8_gb4	7g8	gb4
1BB5/PG0023-C/ERR015449	b'Pf3D7_13_v3'	2071666	2070868	2072465	1597	hb3_dd2	hb3	dd2
XF12/PG0102-C/ERR029143	b'Pf3D7_13_v3'	2071970	2070868	2073073	2205	7g8_gb4	gb4	7g8
D43/PG0029-Cx/ERR107474	b'Pf3D7_13_v3'	2113987	2113457	2114518	1061	hb3_dd2	dd2	hb3
7C101/PG0074-C/ERR019048	b'Pf3D7_13_v3'	2132143	2131519	2132768	1249	hb3_dd2	hb3	dd2
C04/PG0061-C/ERR019059	b'Pf3D7_13_v3'	2209646	2209064	2210229	1165	3d7_hb3	hb3	3d7
NF10/PG0096-C/ERR027108	b'Pf3D7_13_v3'	2210343	2208878	2211809	2931	7g8_gb4	gb4	7g8
3BD5/PG0024-C/ERR019053	b'Pf3D7_13_v3'	2228039	2227107	2228972	1865	hb3_dd2	dd2	hb3
D43/PG0029-Cx/ERR107474	b'Pf3D7_13_v3'	2375843	2375679	2376007	328	hb3_dd2	hb3	dd2
XE7/PG0106-C/ERR029407	b'Pf3D7_13_v3'	2381909	2381075	2382743	1668	7g8_gb4	7g8	gb4
C11/PG0064-C/ERR019071	b'Pf3D7_13_v3'	2382287	2381684	2382891	1207	3d7_hb3	3d7	hb3
JC3/PG0077-CW/ERR045636	b'Pf3D7_13_v3'	2408001	2407821	2408182	361	7g8_gb4	7g8	gb4
C01/PG0065-C/ERR019064	b'Pf3D7_13_v3'	2495493	2494329	2496657	2328	3d7_hb3	hb3	3d7
TC05/PG0027-C/ERR015450	b'Pf3D7_13_v3'	2497241	2496784	2497699	915	hb3_dd2	dd2	hb3
7C421/PG0043-C/ERR015459	b'Pf3D7_13_v3'	2498157	2497699	2498615	916	hb3_dd2	hb3	dd2
JF6/PG0079-C/ERR027102	b'Pf3D7_13_v3'	2507007	2504754	2509260	4506	7g8_gb4	7g8	gb4
TC08/PG0020-C/ERR019052	b'Pf3D7_13_v3'	2533428	2532204	2534652	2448	hb3_dd2	hb3	dd2
JB8/PG0087-C/ERR029091	b'Pf3D7_13_v3'	2580352	2579026	2581679	2653	7g8_gb4	7g8	gb4
QF5/PG0078-C/ERR029092	b'Pf3D7_13_v3'	2580352	2579026	2581679	2653	7g8_gb4	7g8	gb4
C11/PG0064-C/ERR019071	b'Pf3D7_13_v3'	2587462	2586210	2588714	2504	3d7_hb3	hb3	3d7
KB8/PG0104-C/ERR029148	b'Pf3D7_13_v3'	2598222	2597831	2598614	783	7g8_gb4	7g8	gb4
C05/PG0068-C/ERR019065	b'Pf3D7_13_v3'	2610654	2610457	2610852	395	3d7_hb3	hb3	3d7
7C424/PG0044-C/ERR019043	b'Pf3D7_13_v3'	2667115	2666398	2667833	1435	hb3_dd2	hb3	dd2
TF1/PG0080-C/ERR027103	b'Pf3D7_13_v3'	2682454	2681947	2682961	1014	7g8_gb4	7g8	gb4
7C16/PG0036-C/ERR015455	b'Pf3D7_13_v3'	2695665	2694941	2696389	1448	hb3_dd2	hb3	dd2
JB12/PG0099-C/ERR029146	b'Pf3D7_13_v3'	2709227	2708710	2709745	1035	7g8_gb4	gb4	7g8
C10/PG0063-C/ERR019060	b'Pf3D7_13_v3'	2712817	2712261	2713373	1112	3d7_hb3	hb3	3d7
SC05/PG0019-C/ERR019051	b'Pf3D7_13_v3'	2715804	2715549	2716060	511	hb3_dd2	hb3	dd2
XD8/PG0105-C/ERR029144	b'Pf3D7_13_v3'	2720678	2719845	2721512	1667	7g8_gb4	gb4	7g8
JE11/PG0100-C/ERR029404	b'Pf3D7_13_v3'	2743278	2742712	2743845	1133	7g8_gb4	gb4	7g8
7C111/PG0038-C/ERR015457	b'Pf3D7_13_v3'	2749218	2749038	2749399	361	hb3_dd2	hb3	dd2
7C3/PG0034-C/ERR019047	b'Pf3D7_13_v3'	2755681	2755454	2755909	455	hb3_dd2	hb3	dd2
XF12/PG0102-C/ERR029143	b'Pf3D7_13_v3'	2775036	2774770	2775302	532	7g8_gb4	7g8	gb4
GC03/PG0021-C/ERR015447	b'Pf3D7_13_v3'	2776646	2775996	2777296	1300	hb3_dd2	hb3	dd2
3BA6/PG0022-Cx/ERR126027	b'Pf3D7_14_v3'	76112	74305	77919	3614	hb3_dd2	dd2	hb3
C15/PG0057-C/ERR019069	b'Pf3D7_14_v3'	91673	91173	92174	1001	3d7_hb3	hb3	3d7
7C111/PG0038-C/ERR015457	b'Pf3D7_14_v3'	94418	94081	94755	674	hb3_dd2	hb3	dd2
7C408/PG0031-C/ERR015458	b'Pf3D7_14_v3'	114746	114349	115144	795	hb3_dd2	dd2	hb3
C01/PG0065-C/ERR019064	b'Pf3D7_14_v3'	122559	121728	123390	1662	3d7_hb3	3d7	hb3
7C16/PG0036-C/ERR015455	b'Pf3D7_14_v3'	128041	127714	128368	654	hb3_dd2	dd2	hb3
7C408/PG0031-C/ERR015458	b'Pf3D7_14_v3'	128702	128368	129037	669	hb3_dd2	hb3	dd2
C05/PG0068-C/ERR019065	b'Pf3D7_14_v3'	130076	129891	130262	371	3d7_hb3	hb3	3d7
KB8/PG0104-C/ERR029148	b'Pf3D7_14_v3'	130300	128933	131667	2734	7g8_gb4	gb4	7g8
7C101/PG0074-C/ERR019048	b'Pf3D7_14_v3'	142241	141965	142518	553	hb3_dd2	hb3	dd2
7C159/PG0040-Cx/ERR107475	b'Pf3D7_14_v3'	191212	190847	191578	731	hb3_dd2	hb3	dd2
JE11/PG0100-C/ERR029404	b'Pf3D7_14_v3'	207995	206912	209079	2167	7g8_gb4	7g8	gb4
C07/PG0070-C/ERR019056	b'Pf3D7_14_v3'	231972	231253	232692	1439	3d7_hb3	3d7	hb3
TC08/PG0020-C/ERR019052	b'Pf3D7_14_v3'	303335	303046	303624	578	hb3_dd2	dd2	hb3
GC03/PG0021-C/ERR015447	b'Pf3D7_14_v3'	304083	303639	304527	888	hb3_dd2	dd2	hb3
JF6/PG0079-C/ERR027102	b'Pf3D7_14_v3'	304770	303641	305899	2258	7g8_gb4	7g8	gb4
XE7/PG0106-C/ERR029407	b'Pf3D7_14_v3'	304770	303641	305899	2258	7g8_gb4	7g8	gb4
SC05/PG0019-C/ERR019051	b'Pf3D7_14_v3'	312516	312025	313007	982	hb3_dd2	dd2	hb3
AUD/PG0112-C/ERR029406	b'Pf3D7_14_v3'	335404	334589	336220	1631	7g8_gb4	7g8	gb4
1BB5/PG0023-C/ERR015449	b'Pf3D7_14_v3'	365923	364885	366961	2076	hb3_dd2	hb3	dd2
C10/PG0063-C/ERR019060	b'Pf3D7_14_v3'	375917	375235	376599	1364	3d7_hb3	hb3	3d7
C03/PG0066-C/ERR019072	b'Pf3D7_14_v3'	387137	387072	387203	131	3d7_hb3	hb3	3d7
7C126/PG0047-C/ERR015452	b'Pf3D7_14_v3'	428526	427047	430005	2958	hb3_dd2	dd2	hb3
DAN/PG0098-C/ERR027110	b'Pf3D7_14_v3'	478499	478047	478951	904	7g8_gb4	gb4	7g8
XD8/PG0105-C/ERR029144	b'Pf3D7_14_v3'	494694	494376	495013	637	7g8_gb4	gb4	7g8
C01/PG0065-C/ERR019064	b'Pf3D7_14_v3'	516328	516049	516607	558	3d7_hb3	hb3	3d7
NIC/PG0095-CW/ERR045631	b'Pf3D7_14_v3'	529106	528659	529553	894	7g8_gb4	7g8	gb4
DEV/PG0081-CW/ERR045633	b'Pf3D7_14_v3'	548114	546829	549399	2570	7g8_gb4	gb4	7g8
QC23/PG0045-C/ERR012892	b'Pf3D7_14_v3'	549056	548661	549451	790	hb3_dd2	hb3	dd2
GC06/PG0028-C/ERR015456	b'Pf3D7_14_v3'	564823	564727	564920	193	hb3_dd2	hb3	dd2
SC05/PG0019-C/ERR019051	b'Pf3D7_14_v3'	565260	564920	565601	681	hb3_dd2	hb3	dd2
SC05/PG0019-C/ERR019051	b'Pf3D7_14_v3'	610350	609858	610842	984	hb3_dd2	dd2	hb3
CH3_61/PG0033-Cx/ERR175544	b'Pf3D7_14_v3'	621093	620657	621530	873	hb3_dd2	dd2	hb3
CH3_116/PG0032-Cx/ERR037703	b'Pf3D7_14_v3'	631846	628963	634730	5767	hb3_dd2	dd2	hb3
7C111/PG0038-C/ERR015457	b'Pf3D7_14_v3'	694433	693209	695657	2448	hb3_dd2	dd2	hb3
C01/PG0065-C/ERR019064	b'Pf3D7_14_v3'	741666	741385	741947	562	3d7_hb3	3d7	hb3
C03/PG0066-C/ERR019072	b'Pf3D7_14_v3'	745012	744893	745132	239	3d7_hb3	3d7	hb3
D43/PG0029-Cx/ERR107474	b'Pf3D7_14_v3'	790890	790171	791609	1438	hb3_dd2	hb3	dd2
XG10/PG0109-C/ERR029405	b'Pf3D7_14_v3'	839000	838282	839719	1437	7g8_gb4	gb4	7g8
LA10/PG0086-C/ERR029090	b'Pf3D7_14_v3'	873396	872840	873953	1113	7g8_gb4	7g8	gb4
XF12/PG0102-C/ERR029143	b'Pf3D7_14_v3'	900301	899507	901095	1588	7g8_gb4	7g8	gb4
B1SD/PG0015-C/ERR019044	b'Pf3D7_14_v3'	926507	924888	928127	3239	hb3_dd2	hb3	dd2
KB8/PG0104-C/ERR029148	b'Pf3D7_14_v3'	934278	934081	934476	395	7g8_gb4	7g8	gb4
XG10/PG0109-C/ERR029405	b'Pf3D7_14_v3'	938097	937001	939193	2192	7g8_gb4	7g8	gb4
7C3/PG0034-C/ERR019047	b'Pf3D7_14_v3'	944980	942659	947301	4642	hb3_dd2	hb3	dd2
7C12/PG0035-Cx/ERR037704	b'Pf3D7_14_v3'	967475	967445	967505	60	hb3_dd2	dd2	hb3
B1SD/PG0015-C/ERR019044	b'Pf3D7_14_v3'	973842	973240	974445	1205	hb3_dd2	dd2	hb3
3BD5/PG0024-C/ERR019053	b'Pf3D7_14_v3'	974080	973715	974445	730	hb3_dd2	dd2	hb3
XF12/PG0102-C/ERR029143	b'Pf3D7_14_v3'	989373	988960	989786	826	7g8_gb4	gb4	7g8
C12/PG0058-C/ERR019063	b'Pf3D7_14_v3'	989786	989172	990401	1229	3d7_hb3	3d7	hb3
C14/PG0060-C/ERR019058	b'Pf3D7_14_v3'	1019519	1019306	1019733	427	3d7_hb3	3d7	hb3
DEV/PG0081-CW/ERR045633	b'Pf3D7_14_v3'	1026009	1024735	1027284	2549	7g8_gb4	7g8	gb4
GC03/PG0021-C/ERR015447	b'Pf3D7_14_v3'	1053974	1053268	1054681	1413	hb3_dd2	hb3	dd2
C13/PG0054-C/ERR019062	b'Pf3D7_14_v3'	1103918	1103421	1104415	994	3d7_hb3	3d7	hb3
XF12/PG0102-C/ERR029143	b'Pf3D7_14_v3'	1120007	1118979	1121035	2056	7g8_gb4	7g8	gb4
DEV/PG0081-CW/ERR045633	b'Pf3D7_14_v3'	1122196	1121035	1123357	2322	7g8_gb4	gb4	7g8
D43/PG0029-Cx/ERR107474	b'Pf3D7_14_v3'	1126177	1125705	1126650	945	hb3_dd2	dd2	hb3
7C3/PG0034-C/ERR019047	b'Pf3D7_14_v3'	1130038	1129098	1130978	1880	hb3_dd2	dd2	hb3
7C111/PG0038-C/ERR015457	b'Pf3D7_14_v3'	1134495	1132964	1136026	3062	hb3_dd2	hb3	dd2
SC05/PG0019-C/ERR019051	b'Pf3D7_14_v3'	1134495	1132964	1136026	3062	hb3_dd2	hb3	dd2
C05/PG0068-C/ERR019065	b'Pf3D7_14_v3'	1159279	1156510	1162048	5538	3d7_hb3	3d7	hb3
KB8/PG0104-C/ERR029148	b'Pf3D7_14_v3'	1160927	1160309	1161546	1237	7g8_gb4	gb4	7g8
7C188/PG0030-C/ERR019046	b'Pf3D7_14_v3'	1165495	1164263	1166727	2464	hb3_dd2	dd2	hb3
7C7/PG0048-C/ERR019049	b'Pf3D7_14_v3'	1205807	1200772	1210842	10070	hb3_dd2	dd2	hb3
B1SD/PG0015-C/ERR019044	b'Pf3D7_14_v3'	1214123	1213897	1214350	453	hb3_dd2	hb3	dd2
AL2/PG0103-CW/ERR045627	b'Pf3D7_14_v3'	1217582	1216100	1219064	2964	7g8_gb4	7g8	gb4
C10/PG0063-C/ERR019060	b'Pf3D7_14_v3'	1313833	1312411	1315255	2844	3d7_hb3	3d7	hb3
CH3_61/PG0033-Cx/ERR175544	b'Pf3D7_14_v3'	1331019	1329293	1332746	3453	hb3_dd2	hb3	dd2
C13/PG0054-C/ERR019062	b'Pf3D7_14_v3'	1360656	1359797	1361515	1718	3d7_hb3	hb3	3d7
KH7/PG0088-C/ERR027111	b'Pf3D7_14_v3'	1363014	1360569	1365460	4891	7g8_gb4	7g8	gb4
7C408/PG0031-C/ERR015458	b'Pf3D7_14_v3'	1364110	1362569	1365651	3082	hb3_dd2	dd2	hb3
1BB5/PG0023-C/ERR015449	b'Pf3D7_14_v3'	1382685	1380289	1385082	4793	hb3_dd2	dd2	hb3
7C170/PG0041-C/ERR015446	b'Pf3D7_14_v3'	1397341	1395872	1398811	2939	hb3_dd2	hb3	dd2
7C421/PG0043-C/ERR015459	b'Pf3D7_14_v3'	1428840	1426598	1431083	4485	hb3_dd2	hb3	dd2
B1SD/PG0015-C/ERR019044	b'Pf3D7_14_v3'	1428840	1426598	1431083	4485	hb3_dd2	dd2	hb3
C02/PG0067-C/ERR019073	b'Pf3D7_14_v3'	1439486	1437997	1440975	2978	3d7_hb3	3d7	hb3
NIC/PG0095-CW/ERR045631	b'Pf3D7_14_v3'	1459157	1458378	1459936	1558	7g8_gb4	gb4	7g8
1BB5/PG0023-C/ERR015449	b'Pf3D7_14_v3'	1475485	1473620	1477351	3731	hb3_dd2	hb3	dd2
7C101/PG0074-C/ERR019048	b'Pf3D7_14_v3'	1477516	1477351	1477681	330	hb3_dd2	dd2	hb3
C13/PG0054-C/ERR019062	b'Pf3D7_14_v3'	1495182	1494898	1495466	568	3d7_hb3	3d7	hb3
CH3_116/PG0032-Cx/ERR037703	b'Pf3D7_14_v3'	1498449	1497387	1499511	2124	hb3_dd2	hb3	dd2
7C7/PG0048-C/ERR019049	b'Pf3D7_14_v3'	1499706	1499511	1499901	390	hb3_dd2	hb3	dd2
XG10/PG0109-C/ERR029405	b'Pf3D7_14_v3'	1545343	1545004	1545683	679	7g8_gb4	gb4	7g8
7C12/PG0035-Cx/ERR037704	b'Pf3D7_14_v3'	1554400	1553359	1555441	2082	hb3_dd2	hb3	dd2
XF12/PG0102-C/ERR029143	b'Pf3D7_14_v3'	1582942	1580941	1584943	4002	7g8_gb4	gb4	7g8
KA6/PG0091-C/ERR027117	b'Pf3D7_14_v3'	1605872	1605677	1606067	390	7g8_gb4	7g8	gb4
SC05/PG0019-C/ERR019051	b'Pf3D7_14_v3'	1611915	1610734	1613097	2363	hb3_dd2	dd2	hb3
JON/PG0107-C/ERR029408	b'Pf3D7_14_v3'	1654910	1653142	1656678	3536	7g8_gb4	7g8	gb4
LA10/PG0086-C/ERR029090	b'Pf3D7_14_v3'	1693813	1693554	1694073	519	7g8_gb4	gb4	7g8
WF12/PG0097-C/ERR027109	b'Pf3D7_14_v3'	1702930	1702551	1703309	758	7g8_gb4	gb4	7g8
C05/PG0068-C/ERR019065	b'Pf3D7_14_v3'	1703446	1702394	1704499	2105	3d7_hb3	hb3	3d7
C12/PG0058-C/ERR019063	b'Pf3D7_14_v3'	1754377	1753445	1755310	1865	3d7_hb3	hb3	3d7
KA6/PG0091-C/ERR027117	b'Pf3D7_14_v3'	1768498	1763605	1773392	9787	7g8_gb4	gb4	7g8
C10/PG0063-C/ERR019060	b'Pf3D7_14_v3'	1794739	1793473	1796005	2532	3d7_hb3	hb3	3d7
C15/PG0057-C/ERR019069	b'Pf3D7_14_v3'	1805603	1804203	1807003	2800	3d7_hb3	3d7	hb3
QC13/PG0016-C/ERR012895	b'Pf3D7_14_v3'	1810820	1808902	1812739	3837	hb3_dd2	hb3	dd2
C09/PG0072-C/ERR019057	b'Pf3D7_14_v3'	1836605	1835376	1837834	2458	3d7_hb3	hb3	3d7
KH7/PG0088-C/ERR027111	b'Pf3D7_14_v3'	1853519	1852794	1854245	1451	7g8_gb4	gb4	7g8
GC06/PG0028-C/ERR015456	b'Pf3D7_14_v3'	1886130	1885760	1886500	740	hb3_dd2	dd2	hb3
TC05/PG0027-C/ERR015450	b'Pf3D7_14_v3'	1903650	1902215	1905085	2870	hb3_dd2	hb3	dd2
C02/PG0067-C/ERR019073	b'Pf3D7_14_v3'	1934377	1933659	1935095	1436	3d7_hb3	hb3	3d7
QC01/PG0017-C/ERR019050	b'Pf3D7_14_v3'	1944082	1942419	1945745	3326	hb3_dd2	dd2	hb3
7C126/PG0047-C/ERR015452	b'Pf3D7_14_v3'	1988583	1988165	1989001	836	hb3_dd2	hb3	dd2
7C170/PG0041-C/ERR015446	b'Pf3D7_14_v3'	1991611	1991459	1991763	304	hb3_dd2	dd2	hb3
XD8/PG0105-C/ERR029144	b'Pf3D7_14_v3'	1995760	1995715	1995806	91	7g8_gb4	7g8	gb4
7C408/PG0031-C/ERR015458	b'Pf3D7_14_v3'	1999909	1999655	2000164	509	hb3_dd2	hb3	dd2
C12/PG0058-C/ERR019063	b'Pf3D7_14_v3'	2003750	2003274	2004226	952	3d7_hb3	3d7	hb3
C15/PG0057-C/ERR019069	b'Pf3D7_14_v3'	2031642	2031199	2032086	887	3d7_hb3	hb3	3d7
CH3_116/PG0032-Cx/ERR037703	b'Pf3D7_14_v3'	2043250	2042768	2043732	964	hb3_dd2	dd2	hb3
KH7/PG0088-C/ERR027111	b'Pf3D7_14_v3'	2056021	2053227	2058816	5589	7g8_gb4	7g8	gb4
C06/PG0069-C/ERR019055	b'Pf3D7_14_v3'	2070112	2069591	2070633	1042	3d7_hb3	hb3	3d7
C04/PG0061-C/ERR019059	b'Pf3D7_14_v3'	2086163	2084979	2087347	2368	3d7_hb3	3d7	hb3
C12/PG0058-C/ERR019063	b'Pf3D7_14_v3'	2111679	2110544	2112815	2271	3d7_hb3	hb3	3d7
D43/PG0029-Cx/ERR107474	b'Pf3D7_14_v3'	2164709	2162990	2166429	3439	hb3_dd2	hb3	dd2
7C7/PG0048-C/ERR019049	b'Pf3D7_14_v3'	2168886	2168032	2169740	1708	hb3_dd2	dd2	hb3
C02/PG0067-C/ERR019073	b'Pf3D7_14_v3'	2220050	2218968	2221133	2165	3d7_hb3	3d7	hb3
GC03/PG0021-C/ERR015447	b'Pf3D7_14_v3'	2225196	2223988	2226405	2417	hb3_dd2	dd2	hb3
DAN/PG0098-C/ERR027110	b'Pf3D7_14_v3'	2229316	2227043	2231590	4547	7g8_gb4	7g8	gb4
7C3/PG0034-C/ERR019047	b'Pf3D7_14_v3'	2265759	2265439	2266080	641	hb3_dd2	hb3	dd2
7C20/PG0037-C/ERR015451	b'Pf3D7_14_v3'	2268077	2266958	2269197	2239	hb3_dd2	dd2	hb3
